company_no,company_id,name,legal_form(if known),website,phone,whatsapp,telegram,vk,email,address,showroom_flag,production_flag,source_url,last_checked_date,search_rank,search_query_first_seen,search_queries_matched,rubrics,org_name,branch_count,rating,review_count,marketplace_links,status
186,70000001030992216,Облако,,http://oblako.studio; https://wa.me/79614043205?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79614043205,https://wa.me/79614043205?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"улица Текучёва, 139а",1,0,https://2gis.ru/rostov-on-don/firm/70000001030992216,2026-02-19,43,мебель на заказ,изготовление кухонь; кухни на заказ; кухни под заказ; мебель на заказ,Мягкая мебель; Матрасы; Мебель на заказ,"Облако, студия мебели",2,2.3,3,,ok
187,70000001033492810,PoiskHome,,https://vk.com/poisk_home; https://vk.com/poiskhome,+78001005152; +78632192112,,,https://vk.com/poisk_home; https://vk.com/poiskhome,,"Красноармейская улица, 157",1,0,https://2gis.ru/rostov-on-don/firm/70000001033492810,2026-02-19,43,мебель для кухни,кухни массив; кухни недорого; кухни ростов; кухни ростов-на-дону; кухонная мебель; кухонные гарнитуры; мебель для кухни; модульные кухни; производитель кухонь,Мобильные телефоны; Бытовая техника; Компьютеры; Мебель для кухни; Мягкая мебель,"PoiskHome, магазин",6,4.1,90,,ok
188,70000001036947799,Роста-Мебель,,http://rosta-mebel.ru; https://vk.com/rostamebel; https://wa.me/79287750081?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79287777676?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78632702001; +79287777676,https://wa.me/79287750081?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79287777676?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,https://vk.com/rostamebel,,"улица Щербакова, 107/29",1,1,https://2gis.ru/rostov-on-don/firm/70000001036947799,2026-02-19,43,производство кухонь,производство кухонь,Мебель на заказ; Офисная мебель; Мебель для кухни; Детская мебель; Корпусная мебель,"Роста-Мебель, производственная компания",2,5,23,,ok
189,70000001103337977,Eterno,,http://t.me/eternorost; https://t.me/+79524191197; https://wa.me/79524191197?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79524191197,https://wa.me/79524191197?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,http://t.me/eternorost; https://t.me/+79524191197,,,"улица Глинки, 33",1,0,https://2gis.ru/rostov-on-don/firm/70000001103337977,2026-02-19,43,фасады для кухни,фасады для кухни,Мебельная фурнитура; Мебельные фасады,"Eterno, мебельный магазин",1,,0,,ok
190,3378228002196612,МФК-ГРАСС,,http://mfk-grass.ru,+78632070702; +78632072647,,,,,"улица Щербакова, 82",1,0,https://2gis.ru/rostov-on-don/firm/3378228002196612,2026-02-19,44,фасады для кухни,фасады для кухни,Мебельная фурнитура; Мебельные фасады,"МФК-ГРАСС, торговая компания",1,,0,,ok
191,70000001035180038,Дверягин,,http://dveryagin.ru; https://t.me/+79381170421; https://vk.com/dveryagin; https://wa.me/79381170421?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79381170421; +880070025831,https://wa.me/79381170421?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://t.me/+79381170421,https://vk.com/dveryagin,,"Фурмановская улица, 109/56",1,0,https://2gis.ru/rostov-on-don/firm/70000001035180038,2026-02-19,44,мебель на заказ,изготовление кухонь; кухни на заказ; кухни под заказ; мебель на заказ,Межкомнатные двери; Входные двери; Перегородки; Стеновые панели; Мебель на заказ,Дверягин,3,4.9,141,,ok
192,70000001057447428,Компания по производству мебели,,http://rostov.nedorogo-kuhni.ru,,,,,,"улица Нансена, 239",1,1,https://2gis.ru/rostov-on-don/firm/70000001057447428,2026-02-19,44,производство кухонь,производство кухонь,Мебель для кухни; Корпусная мебель; Мебель на заказ,Компания по производству мебели,1,,0,,ok
193,3378228001513907,Мебельный комбинат,,https://wa.me/79034012385?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79185555726?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78632755726; +79185555726,https://wa.me/79034012385?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79185555726?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"Всесоюзная улица, 161в",1,1,https://2gis.ru/rostov-on-don/firm/3378228001513907,2026-02-19,45,производство кухонь,производство кухонь,Корпусная мебель; Мебель на заказ; Стеллажи и витрины; Мебель для кухни; Офисная мебель; Детская мебель,"Мебельный комбинат, ООО, производственно-коммерческая фирма",1,5,2,,ok
194,70000001034406986,Томские мебельные фасады,,http://kronafasad.ru; https://wa.me/79044444774?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79044444774,https://wa.me/79044444774?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"улица 26 Июня, 34",1,0,https://2gis.ru/rostov-on-don/firm/70000001034406986,2026-02-19,45,фасады для кухни,фасады для кухни,Мебельные фасады,"Томские мебельные фасады, компания",1,,0,,ok
195,3378228002125915,Шатура,,http://shatura.com; http://t.me/mk_shatura; https://ok.ru/shatura.com; https://vk.com/shatura_com; https://youtube.com/@shatura_com,+78005550665; +78632036703,,http://t.me/mk_shatura,https://vk.com/shatura_com,https://youtube.com/@shatura_com,"Михаила Нагибина проспект, 17",1,0,https://2gis.ru/rostov-on-don/firm/3378228002125915,2026-02-19,46,мебель на заказ,изготовление кухонь; кухни массив; кухни на заказ; кухни недорого; кухни под заказ; кухни ростов; кухни ростов-на-дону; кухонная мебель; кухонные гарнитуры; мебель для кухни; мебель на заказ; модульные кухни; производитель кухонь; салон кухонь; шкафы и кухни на заказ,Мебельные магазины; Мягкая мебель; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель; Мебель на заказ,"Шатура, мебельный магазин",5,5,10,,ok
196,70000001007400133,Лотос Юг,,http://t.me/lotos_yug_fasades; https://vk.com/club146446370; https://wa.me/79585751093?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79585751094?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78632238456; +79585751093; +79585751094,https://wa.me/79585751093?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79585751094?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,http://t.me/lotos_yug_fasades,https://vk.com/club146446370,,"улица Гикало, 20Б",1,0,https://2gis.ru/rostov-on-don/firm/70000001007400133,2026-02-19,46,фасады для кухни,фасады для кухни,Мебельные фасады; Стеновые панели,"Лотос Юг, торговая компания",1,4.9,39,,ok
197,70000001068977222,Мебель 5+,,https://wa.me/79198844881?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79198844881,https://wa.me/79198844881?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"Сиверса проспект, 23",1,0,https://2gis.ru/rostov-on-don/firm/70000001068977222,2026-02-19,46,корпусная мебель,корпусная мебель,Мягкая мебель; Корпусная мебель,"Мебель 5+, магазин мебели",1,5,1,,ok
198,70000001100081726,Шкафон,,http://shkafon-mebel.ru; http://t.me/mebel_shkafon; https://vk.com/mebel_shkafon; https://wa.me/79897183576?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78633200719,https://wa.me/79897183576?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,http://t.me/mebel_shkafon,https://vk.com/mebel_shkafon,,"улица Доватора, 156н",1,0,https://2gis.ru/rostov-on-don/firm/70000001100081726,2026-02-19,46,производство кухонь,производство кухонь,Мебель для кухни; Корпусная мебель,"Шкафон, магазин мебели",2,,0,,ok
199,70000001032584366,Мебель Здесь,,https://wa.me/79198751628?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79281346631?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79281346631,https://wa.me/79198751628?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79281346631?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"улица Зорге, 60/2",1,0,https://2gis.ru/rostov-on-don/firm/70000001032584366,2026-02-19,47,мебель на заказ,изготовление кухонь; кухни на заказ; кухни под заказ; мебель на заказ; шкафы и кухни на заказ,Мебельные магазины; Мебель на заказ; Мягкая мебель; Корпусная мебель,"Мебель Здесь, мебельный салон",1,5,1,,ok
200,70000001041912334,Элит Акрил,,https://wa.me/79281948788?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79281948788,https://wa.me/79281948788?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"Привокзальная улица, 4",1,0,https://2gis.ru/rostov-on-don/firm/70000001041912334,2026-02-19,47,производство кухонь,производство кухонь,Изделия из камня для помещений; Мебель для кухни; Мебель для ванных комнат,Элит Акрил,1,,0,,ok
201,70000001043697901,Дятьково,,http://www.dyatkovo.ru; https://ok.ru/kitchendyatkovo; https://vk.com/kitchendyatkovo; https://youtube.com/c/Dyatkovo,+78003013397; +79034623082,,,https://vk.com/kitchendyatkovo,,"улица Малиновского, 23а",1,0,https://2gis.ru/rostov-on-don/firm/70000001043697901,2026-02-19,47,корпусная мебель,корпусная мебель,Мебельные магазины; Корпусная мебель; Детская мебель; Офисная мебель; Матрасы,"Дятьково, мебельный салон",2,5,5,,ok
202,70000001057880471,Антарес,,http://antaresrostov.ru; https://wa.me/79282960060?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78632203812; +79282960060,https://wa.me/79282960060?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"Михаила Нагибина проспект, 30л",1,0,https://2gis.ru/rostov-on-don/firm/70000001057880471,2026-02-19,47,салон кухонь,салон кухонь,Мебельные магазины; Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"Антарес, салон мебели",1,5,1,,ok
203,70000001110932608,Гормастер,,http://gor-master.ru,+78005501998,,,,,,0,0,https://2gis.ru/rostov-on-don/firm/70000001110932608,2026-02-19,47,фасады для кухни,фасады для кухни,Монтаж климатических систем; Ремонт и установка бытовой техники; Ремонт электронных систем авто; Ремонт мебели,"Гормастер, служба выездного бытового сервиса",1,5,1,,ok
204,3378229001927566,StaroyObivke.net,,http://www.staroyobivke.net; https://vk.com/peretyazhkamebeli161; https://wa.me/79185471259?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79897226199?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79185471259; +79897226199,https://wa.me/79185471259?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79897226199?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,https://vk.com/peretyazhkamebeli161,,,0,0,https://2gis.ru/rostov-on-don/firm/3378229001927566,2026-02-19,48,фасады для кухни,фасады для кухни,Ремонт мебели,"StaroyObivke.net, компания по перетяжке мягкой мебели на дому",1,,0,,ok
205,70000001023174718,Мебель-Ресто,,https://wa.me/79281307511?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79281307511,https://wa.me/79281307511?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"Капитанская улица, 64",1,0,https://2gis.ru/rostov-on-don/firm/70000001023174718,2026-02-19,48,производство кухонь,производство кухонь,Ремонт мебели; Мебель на заказ; Мебель для общественного питания; Мягкая мебель; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель; Офисная мебель; Матрасы,"Мебель-Ресто, компания",1,5,2,,ok
206,70000001021446612,Доброе имя,,,+78632006862; +79281851888,,,,,"улица Малиновского, 9а",1,1,https://2gis.ru/rostov-on-don/firm/70000001021446612,2026-02-19,49,производство кухонь,производство кухонь,Корпусная мебель; Мебель на заказ; Мебель для кухни; Детская мебель; Мебель для учебных учреждений,"Доброе имя, производственно-торговая компания",1,,0,,ok
207,70000001029863422,Сервис-Мебель,,http://servis-mebel161.ru,+79287774925,,,,,,0,0,https://2gis.ru/rostov-on-don/firm/70000001029863422,2026-02-19,49,фасады для кухни,фасады для кухни,Ремонт мебели,Сервис-Мебель,1,,0,,ok
208,70000001093372844,Verona mobili,,http://www.verona-mobili.com; https://t.me/+79281135642; https://wa.me/79281135642?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78632008460; +79281135642,https://wa.me/79281135642?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://t.me/+79281135642,,,"улица Текучёва, 139а",1,0,https://2gis.ru/rostov-on-don/firm/70000001093372844,2026-02-19,49,салон кухонь,салон кухонь,Мебельные магазины; Мебель для ванных комнат; Мебель для кухни; Мебель на заказ; Изделия из камня для помещений; Корпусная мебель; Мягкая мебель; Стеновые панели,"Verona mobili, салон мебели и аксессуаров",1,5,1,,ok
209,70000001020374509,Царь-Стол,,http://tsarstolrf.taplink.ws; https://vk.com/tsar_stol_rf,+79281922421,,,https://vk.com/tsar_stol_rf,,"Михаила Нагибина проспект, 17",1,0,https://2gis.ru/rostov-on-don/firm/70000001020374509,2026-02-19,50,салон кухонь,салон кухонь; шкафы и кухни на заказ,Мебельные магазины; Мебель для кухни; Корпусная мебель,"Царь-Стол, мебельный салон",4,2.6,3,,ok
210,70000001025442222,Кварц-Акрил,,https://wa.me/79054553311?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78633015678; +79054553311,https://wa.me/79054553311?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"Береговая улица, 19/2",1,1,https://2gis.ru/rostov-on-don/firm/70000001025442222,2026-02-19,50,производство кухонь,производство кухонь,Дизайн интерьеров; Изделия из камня для помещений; Мебель для кухни; Ремонт помещений,"Кварц-Акрил, производственная компания",1,5,1,,ok
